21498,0,0,0
21498.1,0,0,0
21498.2,0,0,0
21498.3,0,0,0
21498.4,0,0,0
21498.5,0,0,0
21498.6,0,0,0
21498.7,0,0,0
21498.8,0,0,0
21498.9,0,0,0
21499,0,0,0
21499.1,0,0,0
21499.2,0,0,0
21499.3,0,0,0
21499.4,0,0,0
21499.5,0,0,0
21499.6,0,0,0
21499.7,0,0,0
21499.8,0,0,0
21499.9,0,0,0
21500,0,0,0
21500.1,0,0,0
21500.2,0,0,0
21500.3,0,0,0
21500.4,0,0,0
21500.5,0,0,0
21500.6,0,0,0
21500.7,0,0,0
21500.8,0,0,0
21500.9,0,0,0
21501,0,0,0
21501.1,0,0,0
21501.2,0,0,0
21501.3,0,0,0
21501.4,0,0,0
21501.5,0,0,0
21501.6,0,0,0
21501.7,0,0,0
21501.8,0,0,0
21501.9,0,0,0
21502,0,0,0
21502.1,0,0,0
21502.2,0,0,0
21502.3,0,0,0
21502.4,0,0,0
21502.5,0,0,0
21502.6,0,0,0
21502.7,0,0,0
21502.8,0,0,0
21502.9,0,0,0
21503,0,0,0
21503.1,0,0,0
21503.2,0,0,0
21503.3,0,0,0
21503.4,0,0,0
21503.5,0,0,0
21503.6,0,0,0
21503.7,0,0,0
21503.8,0,0,0
21503.9,0,0,0
21504,0,0,0
21504.1,0,0,0
21504.2,0,0,0
21504.3,0,0,0
21504.4,0,0,0
21504.5,0,0,0
21504.6,0,0,0
21504.7,0,0,0
21504.8,0,0,0
21504.9,0,0,0
21505,0,0,0
21505.1,0,0,0
21505.2,0,0,0
21505.3,0,0,0
21505.4,0,0,0
21505.5,0,0,0
21505.6,0,0,0
21505.7,0,0,0
21505.8,0,0,0
21505.9,0,0,0
21506,0,0,0
21506.1,0,0,0
21506.2,0,0,0
21506.3,0,0,0
21506.4,0,0,0
21506.5,0,0,0
21506.6,0,0,0
21506.7,0,0,0
21506.8,0,0,0
21506.9,0,0,0
21507,0,0,0
21507.1,0,0,0
21507.2,0,0,0
21507.3,0,0,0
21507.4,0,0,0
21507.5,0,0,0
21507.6,0,0,0
21507.7,0,0,0
21507.8,0,0,0
21507.9,0,0,0
21508,0,0,0
21508.1,0,0,0
21508.2,0,0,0
21508.3,0,0,0
21508.4,0,0,0
21508.5,0,0,0
21508.6,0,0,0
21508.7,0,0,0
21508.8,0,0,0
21508.9,0,0,0
21509,0,0,0
21509.1,0,0,0
21509.2,0,0,0
21509.3,0,0,0
21509.4,0,0,0
21509.5,0,0,0
21509.6,0,0,0
21509.7,0,0,0
21509.8,0,0,0
21509.9,0,0,0
21510,0,0,0
